movieid,actorid,cast_num
1973432,1717322,2
1973432,1737204,2
1973625,12130,2
1973625,190852,2
1973625,660952,2
1973625,856173,2
1973625,960304,2
1973625,961023,2
1973625,1055571,2
1973625,1064918,2
1973625,1386497,2
1973625,1508446,2
1973625,1683523,2
1973625,2019460,2
1973625,2053060,2
1973625,2313036,2
1973625,2341842,2
1973808,192722,2
1973808,317184,2
1973808,534638,2
1973808,607048,2
1973808,768430,2
1973808,858678,2
1973808,1143639,2
1973808,1144489,2
1973808,1234355,2
1973808,1345622,2
1973808,1523901,2
1973808,2019880,2
1973808,2218293,2
1973808,2404352,2
1973808,2580596,2
1973922,360041,2
1973922,404936,2
1973922,949753,2
1973922,1428251,2
1973922,1475360,2
1973922,1513698,2
1973922,1628600,2
1973922,1657118,2
1973922,1751677,2
1973922,2333888,2
1973922,2339618,2
1973922,2561804,2
1973922,2575202,2
1973922,2713446,2
1973922,2722919,2
1974272,44517,2
1974272,819784,2
1974272,845000,2
1974272,917696,2
1974272,1011029,2
1974272,1175379,2
1974272,1183239,2
1974272,1326185,2
1974272,1351389,2
1974272,1374422,2
1974272,1683655,2
1974272,1692947,2
1974272,2003534,2
1974272,2515732,2
1974519,335633,2
1974519,498073,2
1974519,574325,2
1974519,705016,2
1974519,1126867,2
1974519,1401448,2
1974519,1759342,2
1974724,270792,2
1974724,504976,2
1974724,684501,2
1974724,985590,2
1974724,1247892,2
1974724,1444428,2
1974724,1724932,2
1974724,1938031,2
1974724,2226006,2
1974724,2256918,2
1974724,2406788,2
1974724,2649484,2
1974984,76489,2
1974984,258185,2
1974984,298138,2
1974984,370479,2
1974984,370891,2
1974984,399024,2
1974984,549034,2
1974984,624045,2
1974984,690996,2
1974984,946993,2
1974984,1269291,2
1974984,1631001,2
1974984,2029680,2
1974984,2280245,2
1974984,2625400,2
1975181,744658,2
1975181,833003,2
1975181,1408139,2
1975181,1416393,2
1975181,1526933,2
1975181,1616735,2
1975181,1683428,2
1975181,1698871,2
1975181,1825397,2
1975181,1838596,2
1975181,1978354,2
1975181,2097132,2
1975181,2514441,2
1975181,2686573,2
1975609,85701,2
1975609,198917,2
1975609,355787,2
1975609,524941,2
1975609,982073,2
1975609,1050571,2
1975609,1329235,2
1975609,1394985,2
1975609,1474847,2
1975609,1991539,2
1975609,2282189,2
1975609,2350600,2
1975609,2350623,2
1975609,2658968,2
1975609,2727548,2
1975664,313759,2
1975664,594030,2
1975664,681683,2
1975664,831129,2
1975664,1000712,2
1975664,1020568,2
1975664,1044483,2
1975664,1273051,2
1975664,1527598,2
1975664,1674882,2
1975664,2434138,2
1976109,143497,2
1976109,183897,2
1976109,327837,2
1976109,345590,2
1976109,543411,2
1976109,915828,2
1976109,1244508,2
1976109,1676554,2
1976109,1716313,2
1976109,1722083,2
1976109,1945060,2
1976109,1960871,2
1976109,2001104,2
1976109,2096828,2
1976109,2134808,2
1976454,139570,2
1976454,421651,2
1976454,458264,2
1976454,518944,2
1976454,794500,2
1976454,1197415,2
1976454,1233546,2
1976454,1358907,2
1976454,1701424,2
1976454,1731365,2
1976454,1967731,2
1976454,2096258,2
1976454,2296837,2
1976454,2321893,2
1976454,2522664,2
1976610,72813,2
1976610,223194,2
1976610,226991,2
1976610,881141,2
1976610,1443419,2
1976610,1611916,2
1976610,1680534,2
1976610,1803936,2
1976610,1859046,2
1976610,1887059,2
1976610,1943299,2
1976610,2002084,2
1976610,2083629,2
1976610,2096192,2
1976610,2318549,2
1976612,226991,2
1976612,382349,2
1976612,523637,2
1976612,604147,2
1976612,722319,2
1976612,893175,2
1976612,1031515,2
1976612,1218919,2
1976612,1766146,2
1976612,1777947,2
1976612,1803936,2
1976612,1943299,2
1976612,2096192,2
1976612,2538492,2
1976612,2612597,2
1976643,229692,2
1976643,266573,2
1976643,492973,2
1976643,593998,2
1976643,664626,2
1976643,716337,2
1976643,970478,2
1976643,1110166,2
1976643,1137070,2
1976643,1489619,2
1976643,1656326,2
1976643,1727148,2
1976643,1831009,2
1976643,2151413,2
1976777,185870,2
1976777,375938,2
1976777,746830,2
1976777,834412,2
1976777,986665,2
1976777,1107643,2
1976777,1310513,2
1976777,1505309,2
1976777,1795171,2
1976777,1835422,2
1976777,1900419,2
1976777,1978354,2
1976777,1994205,2
1976777,2595427,2
1976777,2620757,2
1977589,45800,2
1977589,182383,2
1977589,242467,2
1977589,457347,2
1977589,485872,2
1977589,541730,2
1977589,774363,2
1977589,936801,2
1977589,1069370,2
1977589,1093067,2
1977589,1316539,2
1977589,1820712,2
1977589,1913999,2
1977589,2054001,2
1977589,2155264,2
1977592,481931,2
1977592,632189,2
1977592,904022,2
1977592,955214,2
1977592,1069370,2
1977592,1140685,2
1977592,1512333,2
1977592,1512342,2
1977592,1684301,2
1977592,1723952,2
1977592,2061663,2
1977592,2117303,2
1977592,2198022,2
1977592,2384683,2
1977592,2402959,2
1977857,61992,2
1977857,1169937,2
1977857,1222753,2
1977857,1247948,2
1977857,1269550,2
1977857,1411251,2
1977857,1430748,2
1977857,1446480,2
1977857,1600603,2
1977857,1736321,2
1977857,2287758,2
1977857,2402845,2
1977857,2561075,2
1977857,2720981,2
1977857,2742446,2
1978263,87853,2
1978263,135420,2
1978263,281233,2
1978263,581506,2
1978263,833284,2
1978263,886945,2
1978263,931776,2
1978263,1363169,2
1978263,1505994,2
1978263,1527215,2
1978263,1725979,2
1978263,2089572,2
1978263,2197905,2
1978263,2660342,2
1978263,2664512,2
1978309,75944,2
1978309,341001,2
1978309,396698,2
1978309,524941,2
1978309,747038,2
1978309,1256000,2
1978309,1270232,2
1978309,1379596,2
1978309,1565950,2
1978309,1624800,2
1978309,1960866,2
1978309,2129277,2
1978309,2228291,2
1978309,2381933,2
1978309,2647426,2
1978312,138088,2
1978312,295806,2
1978312,427672,2
1978312,436058,2
1978312,637339,2
1978312,783184,2
1978312,923423,2
1978312,1097953,2
1978312,1261029,2
1978312,1327045,2
1978312,2069291,2
1978312,2263690,2
1978312,2271763,2
1978312,2338365,2
1978312,2535912,2
1978415,234560,2
1978415,429516,2
1978415,552553,2
1978415,1066989,2
1978415,1194236,2
1978415,1215811,2
1978415,1259479,2
1978415,1298527,2
1978415,1436316,2
1978415,1685563,2
1978415,1854667,2
1978415,2010184,2
1978415,2081604,2
1978415,2447865,2
1978415,2518794,2
1978778,40755,2
1978778,226480,2
1978778,472054,2
1978778,837692,2
1978778,1003051,2
1978778,1261985,2
1978778,1671835,2
1978778,1679964,2
1978778,1735933,2
1978778,2112076,2
1978778,2125199,2
1978778,2134840,2
1978778,2278241,2
1978778,2525949,2
1978778,2538746,2
1978782,192134,2
1978782,300551,2
1978782,366939,2
1978782,675461,2
1978782,711378,2
1978782,959973,2
1978782,1031515,2
1978782,1191256,2
1978782,1261985,2
1978782,2420531,2
1978782,2564248,2
1979111,190309,2
1979111,467184,2
1979111,548780,2
1979111,946995,2
1979111,1243029,2
1979111,1350532,2
1979111,1356241,2
1979111,1770235,2
1979111,1786716,2
1979111,1806797,2
1979111,1873542,2
1979111,1983742,2
1979111,2483799,2
1979111,2483806,2
1979111,2517480,2
1979447,577522,2
1979447,666999,2
1979447,716053,2
1979447,1002222,2
1979447,1004045,2
1979447,1929613,2
1979447,2078831,2
1979447,2135273,2
1979447,2492277,2
1979447,2506452,2
1979447,2546140,2
1979839,68839,2
1979839,155457,2
1979839,221083,2
1979839,625217,2
1979839,796410,2
1979839,815378,2
1979839,1026086,2
1979839,1026276,2
1979839,1454011,2
1979839,1473453,2
1979839,1704056,2
1979839,1948018,2
1979839,1985477,2
1979839,2099704,2
1979839,2129286,2
1979883,520699,2
1979883,613077,2
1979883,619745,2
1979883,854848,2
1979883,917706,2
1979883,1292988,2
1979883,1684301,2
1979883,1708820,2
1979883,2026032,2
1979883,2114853,2
1979883,2349790,2
1979883,2425164,2
1979883,2478192,2
1979883,2480210,2
1979883,2667945,2
1980149,15183,2
1980149,56007,2
1980149,1682735,2
1980149,2306540,2
1980149,2385649,2
1980149,2409450,2
1980149,2531068,2
1980267,124443,2
1980267,356505,2
1980267,566189,2
1980267,806038,2
1980267,988922,2
1980267,1238537,2
1980267,1250980,2
1980267,1416393,2
1980267,1509968,2
1980267,1530473,2
1980267,1657118,2
1980267,1688080,2
1980267,1689426,2
1980267,1888389,2
1980267,2342778,2
1980412,448800,2
1980412,455593,2
1980412,492503,2
1980412,711088,2
1980412,711668,2
1980412,788909,2
1980412,815018,2
1980412,1194236,2
1980412,1336067,2
1980412,1388251,2
1980412,1455903,2
1980412,1595012,2
1980412,1741869,2
1980412,2193009,2
1980412,2734623,2
1981072,1011828,2
1981072,1168516,2
1981072,1349866,2
1981072,2287758,2
1981170,369542,2
1981170,806493,2
1981170,816380,2
1981170,870078,2
1981170,914382,2
1981170,1044341,2
1981170,1282143,2
1981170,1465856,2
1981170,1527387,2
1981170,1595907,2
1981170,1866007,2
1981170,2088957,2
1981170,2093187,2
1981170,2154235,2
1981170,2502205,2
1981506,80624,2
1981506,917047,2
1981506,1240885,2
1981506,1288881,2
1981506,1307806,2
1981506,1446339,2
1981506,1805288,2
1981506,1878655,2
1981506,1966693,2
1981506,2189509,2
1981506,2436070,2
1981506,2717374,2
1982133,1240879,2
1982133,1772680,2
1982133,1796438,2
1982133,1859206,2
1982133,1888256,2
1982133,1899972,2
1982133,1905945,2
1982133,2193337,2
1982133,2271484,2
1982133,2328787,2
1982133,2411055,2
1982133,2469642,2
1982133,2530298,2
1982133,2592586,2
1982133,2722908,2
1982903,50216,2
1982903,202544,2
1982903,554221,2
1982903,763151,2
1982903,826930,2
1982903,904201,2
1982903,927043,2
1982903,1249243,2
1982903,1401722,2
1982903,1441364,2
1982903,1521451,2
1982903,1711705,2
1982903,1871738,2
1982903,2697303,2
1982903,2703658,2
1983455,271593,2
1983455,422949,2
1983455,597375,2
1983455,609751,2
1983455,1173395,2
1983455,1276806,2
1983455,1508452,2
1983455,1524571,2
1983455,1582384,2
1983455,1696394,2
1983455,2049257,2
1983455,2134724,2
1983455,2476332,2
1983455,2615489,2
1983455,2740555,2
1983617,14824,2
1983617,239770,2
1983617,267632,2
1983617,267802,2
1983617,288314,2
1983617,456339,2
1983617,509947,2
1983617,940907,2
1983617,1238215,2
1983617,1275828,2
1983617,1451910,2
1983617,1549499,2
1983617,1549779,2
1983617,1705639,2
1983617,1728910,2
1983617,1739770,2
1983859,157720,2
1983859,188610,2
1983859,188670,2
1983859,195112,2
1983859,283783,2
1983859,309476,2
1983859,317811,2
1983859,389099,2
1983859,431358,2
1983859,1303186,2
1983859,1315245,2
1983859,1351704,2
1983859,1711970,2
1983859,2472806,2
1983859,2582473,2
1984278,45677,2
1984278,256859,2
1984278,597483,2
1984278,609897,2
1984278,699523,2
1984278,871813,2
1984278,899895,2
1984278,980065,2
1984278,1096974,2
1984278,1243792,2
1984278,1398551,2
1984278,1740249,2
1984278,2193337,2
1984278,2506637,2
1984278,2611680,2
1984283,181589,2
1984283,311378,2
1984283,496951,2
1984283,578255,2
1984283,760112,2
1984283,760758,2
1984283,762462,2
1984283,815341,2
1984283,1167809,2
1984283,1182242,2
1984283,1363484,2
1984283,1513533,2
1984283,1790035,2
1984283,1866049,2
1984283,2226514,2
1984284,270083,2
1984284,310582,2
1984284,367412,2
1984284,471798,2
1984284,1034635,2
1984284,1159581,2
1984284,1257575,2
1984284,1344156,2
1984284,1353689,2
1984284,1624963,2
1984284,1673384,2
1984284,1790035,2
1984284,1910234,2
1984284,2057915,2
1984284,2090620,2
1984305,145174,2
1984305,153414,2
1984305,254920,2
1984305,436034,2
1984305,591849,2
1984305,656179,2
1984305,936497,2
1984305,1712544,2
1984305,1723378,2
1984305,1730711,2
1984305,2122919,2
1984305,2272908,2
1984305,2365217,2
1984305,2611680,2
1984305,2646358,2
1984320,342260,2
1984320,458884,2
1984320,660461,2
1984320,1295398,2
1984320,1364714,2
1984320,1663724,2
1984320,1681648,2
1984320,1760863,2
1984320,1786909,2
1984320,1843450,2
1984320,1845641,2
1984320,2085141,2
1984320,2388377,2
1984320,2578427,2
1984320,2611680,2
1984323,136073,2
1984323,258687,2
1984323,965073,2
1984323,1056950,2
1984323,1205539,2
1984323,1413086,2
1984323,1484608,2
1984323,1572906,2
1984323,1681648,2
1984323,1825252,2
1984323,2018676,2
1984323,2249252,2
1984323,2415727,2
1984323,2611579,2
1984323,2709965,2
1984372,161112,2
1984372,278960,2
1984372,443912,2
1984372,460745,2
1984372,549641,2
1984372,564172,2
1984372,1102683,2
1984372,1278209,2
1984372,1708861,2
1984372,1873849,2
1984372,2147438,2
1984372,2231786,2
1984372,2420006,2
1984372,2532666,2
1984372,2627340,2
1984593,75532,2
1984593,627922,2
1984593,1085763,2
1984593,1592663,2
1984593,1803222,2
1984593,2250006,2
1984593,2372481,2
1984763,75352,2
1984763,345672,2
1984763,700481,2
1984763,1100440,2
1984763,1180881,2
1984763,1547844,2
1984763,1562959,2
1984763,1583470,2
1984763,1607666,2
1984763,1733061,2
1984763,2143658,2
1984763,2583248,2
1984785,48427,2
1984785,405082,2
1984785,411411,2
1984785,430515,2
1984785,475930,2
1984785,982257,2
1984785,1032961,2
1984785,1052785,2
1984785,1119785,2
1984785,1211710,2
1984785,1223765,2
1984785,1268252,2
1984785,1683171,2
1984785,1864111,2
1984785,2462876,2
1984792,191247,2
1984792,206250,2
1984792,222374,2
1984792,340037,2
1984792,352426,2
1984792,392454,2
1984792,407189,2
1984792,411730,2
1984792,447484,2
1984792,481077,2
1984792,483979,2
1984792,1929395,2
1984792,1987331,2
1984792,2004234,2
1984792,2084905,2
1984793,12130,2
1984793,103496,2
1984793,557460,2
1984793,969593,2
1984793,1003059,2
1984793,1136930,2
1984793,1140783,2
1984793,1422502,2
1984793,1584992,2
1984793,1585017,2
1984793,1735628,2
1984793,1755508,2
1984793,2200961,2
1984793,2314055,2
1984793,2614270,2
1985138,65616,2
1985138,444615,2
1985138,633756,2
1985138,740274,2
1985138,1153971,2
1985138,1435556,2
1985138,1557954,2
1985138,1558765,2
1985138,1740814,2
1985138,1741035,2
1985138,1742476,2
1985138,1964557,2
1985443,118562,2
1985443,191738,2
1985443,525961,2
1985443,580651,2
1985443,700177,2
1985443,975365,2
1985443,1159808,2
1985443,1311518,2
1985443,1366223,2
1985443,1436827,2
1985443,2021784,2
1985443,2317982,2
1985443,2516682,2
1985443,2592923,2
1985443,2706045,2
1985642,393315,2
1985642,524335,2
1985642,634142,2
1985642,705883,2
1985642,776116,2
1985642,964917,2
1985642,1035633,2
1985642,1171720,2
1985642,1357033,2
1985642,1474354,2
1985642,1515307,2
1985642,1584203,2
1985642,1699250,2
1985642,2093393,2
1985642,2713257,2
1985755,208379,2
1985755,431701,2
1985755,750514,2
1985755,833574,2
1985755,918722,2
1985755,1866987,2
1985755,1923195,2
1985755,1955419,2
1985755,2164136,2
1985755,2176708,2
1985755,2266720,2
1985755,2342390,2
1985755,2526340,2
1985755,2671887,2
1985755,2711001,2
1985793,416063,2
1985793,516240,2
1985793,526737,2
1985793,598285,2
1985793,634287,2
1985793,938832,2
1985793,965533,2
1985793,1169455,2
1985793,1369644,2
1985793,1427418,2
1985793,1436924,2
1985793,1448294,2
1985793,1511115,2
1985793,2436533,2
1985793,2730903,2
1986482,116179,2
1986482,457582,2
1986482,557195,2
1986482,992608,2
1986482,1035441,2
1986482,1076927,2
1986482,1132739,2
1986482,1308875,2
1986482,2089261,2
1986482,2126647,2
1986482,2261610,2
1986482,2317439,2
1986482,2571609,2
1986482,2613071,2
1986845,97317,2
1986845,236022,2
1986845,328829,2
1986845,430905,2
1986845,457689,2
1986845,503032,2
1986845,824068,2
1986845,956805,2
1986845,1137052,2
1986845,1406742,2
1986845,1481881,2
1986845,1604869,2
1986845,1636695,2
1986845,1688096,2
1986845,2342356,2
1986845,2735037,2
1986848,390235,2
1986848,683470,2
1986848,744206,2
1986848,894767,2
1986848,938105,2
1986848,952402,2
1986848,1363544,2
1986848,1686555,2
1986848,1904797,2
1986848,1951397,2
1986848,2003247,2
1986848,2137033,2
1986848,2142887,2
1986848,2462997,2
1986848,2669092,2
1987088,528019,2
1987088,555862,2
1987088,696610,2
1987088,881754,2
1987088,893674,2
1987088,1054508,2
1987088,1145567,2
1987088,1148969,2
1987088,1241825,2
1987088,1288276,2
1987088,1353316,2
1987088,1524277,2
1987088,2406032,2
1987088,2520019,2
1987088,2667895,2
1987126,81364,2
1987126,417833,2
1987126,538729,2
1987126,692290,2
1987126,711668,2
1987126,1091063,2
1987126,1234412,2
1987126,1527329,2
1987126,1806610,2
1987126,1844072,2
1987126,2068712,2
1987126,2264741,2
1987126,2472030,2
1987126,2581810,2
1987126,2632392,2
1987387,106955,2
1987387,132313,2
1987387,148145,2
1987387,349588,2
1987387,483822,2
1987387,1031482,2
1987387,1082414,2
1987387,1161896,2
1987387,1261157,2
1987387,1298759,2
1987387,1417821,2
1987387,1612516,2
1987387,2044083,2
1987387,2116922,2
1987387,2238753,2
1987547,85549,2
1987547,206462,2
1987547,438266,2
1987547,439758,2
1987547,506106,2
1987547,590260,2
1987547,652950,2
1987547,1088447,2
1987547,1117341,2
1987547,1219029,2
1987547,1355221,2
1987547,2065298,2
1987547,2712415,2
1987607,52771,2
1987607,246438,2
1987607,277165,2
1987607,808916,2
1987607,910470,2
1987607,1221976,2
1987607,1243309,2
1987607,1295049,2
1987607,1380492,2
1987607,1508638,2
1987607,1665169,2
1987607,1681440,2
1987607,1823683,2
1987607,2236817,2
1987607,2636575,2
1988142,32468,2
1988142,419006,2
1988142,578097,2
1988142,600431,2
1988142,1121436,2
1988142,1221541,2
1988142,1266054,2
1988142,1470896,2
1988142,1501640,2
1988142,1651461,2
1988142,2094159,2
1988380,204065,2
1988380,286587,2
1988380,397122,2
1988380,403265,2
1988380,584138,2
1988380,685753,2
1988380,1424229,2
1988380,1476507,2
1988380,1730573,2
1988380,2026103,2
1988380,2079409,2
1988380,2196124,2
1988380,2309233,2
1988380,2599327,2
1988380,2622942,2
1988448,396932,2
1988448,519987,2
1988448,781897,2
1988448,932680,2
1988448,1288121,2
1988448,1586115,2
1988448,1835311,2
1988448,1908548,2
1988448,2026584,2
1988448,2224456,2
1988448,2228705,2
1988448,2385118,2
1988448,2507008,2
1988448,2578204,2
1988448,2621968,2
1988626,37671,2
1988626,61159,2
1988626,379961,2
1988626,508152,2
1988626,967564,2
1988626,1100378,2
1988626,1184335,2
1988626,1328869,2
1988626,1536458,2
1988626,1676554,2
1988626,1795685,2
1988626,2213657,2
1988626,2218786,2
1988626,2386279,2
1988626,2468948,2
1988834,99648,2
1988834,390289,2
1988834,1096863,2
1988834,1210505,2
1988834,1307736,2
1988834,1373622,2
1988834,1633056,2
1988834,1694857,2
1988834,2024720,2
1988834,2073993,2
1988834,2197554,2
1988834,2342778,2
1988834,2409119,2
1988919,139678,2
1988919,512235,2
1988919,960551,2
1988919,1703318,2
1988919,1885669,2
1988919,2159228,2
1988919,2366337,2
1989616,66161,2
1989616,82370,2
1989616,121640,2
1989616,250300,2
1989616,486788,2
1989616,691626,2
1989616,816484,2
1989616,1078335,2
1989616,1114911,2
1989616,1487422,2
1989616,1642892,2
1989616,2044029,2
1989616,2106830,2
1989616,2525991,2
1989616,2704517,2
1989826,99837,2
1989826,111977,2
1989826,125811,2
1989826,751091,2
1989826,1753609,2
1989826,1827698,2
1989826,1846051,2
1989826,1901476,2
1989826,2068810,2
1989826,2104768,2
1989826,2129696,2
1989826,2498356,2
1989826,2605256,2
1989826,2664312,2
1989826,2679734,2
1990705,114310,2
1990705,138579,2
1990705,200153,2
1990705,222764,2
1990705,517868,2
1990705,1027183,2
1990705,1132739,2
1990705,1163398,2
1990705,1487977,2
1990705,1566615,2
1990705,1616735,2
1990705,1674756,2
1990705,2130198,2
1990705,2347080,2
1990705,2573467,2
1990862,1688800,2
1991115,479647,2
1991115,479648,2
1991115,516033,2
1991115,788944,2
1991115,961142,2
1991115,1208008,2
1991115,1757987,2
1991115,2058246,2
1991115,2094682,2
1991115,2210020,2
1991115,2316708,2
1991115,2356619,2
1991115,2514019,2
1991115,2580100,2
1991115,2606747,2
1991269,189295,2
1991269,1715498,2
1991269,1745192,2
1991269,1979903,2
1991269,2099675,2
1991544,34318,2
1991544,313819,2
1991544,340968,2
1991544,352403,2
1991544,432746,2
1991544,607926,2
1991544,705016,2
1991544,992724,2
1991544,1642883,2
1991544,2045171,2
1991544,2049139,2
1991544,2350211,2
1991544,2388229,2
1991544,2573955,2
1991544,2591431,2
1991646,52771,2
1991646,53326,2
1991646,85549,2
1991646,871826,2
1991646,884059,2
1991646,966529,2
1991646,1047096,2
1991646,1114453,2
1991646,1291433,2
1991646,1338513,2
1991646,2123164,2
1991646,2250958,2
1991646,2582467,2
1991646,2606006,2
1991646,2729898,2
1991707,231378,2
1991707,295863,2
1991707,919533,2
1991707,974374,2
1991707,1103173,2
1991707,1144323,2
1991707,1166880,2
1991707,1222582,2
1991707,1759612,2
1991707,2104435,2
1991707,2123792,2
1991707,2298236,2
1991707,2308043,2
1991707,2431617,2
1991707,2579126,2
1991951,441754,2
1991951,520288,2
1991951,538592,2
1991951,584972,2
1991951,688245,2
1991951,736789,2
1991951,755581,2
1991951,843480,2
1991951,1288755,2
1991951,1491230,2
1991951,1544488,2
1991951,1636214,2
1991951,1647436,2
1991951,1655908,2
1991951,2469086,2
1991969,512987,2
1991969,572442,2
1991969,688366,2
1991969,1013221,2
1991969,1039883,2
1991969,1501226,2
1991969,1579647,2
1991969,1695946,2
1991969,1781810,2
1991969,2089695,2
1991969,2113093,2
1991969,2159533,2
1991969,2283828,2
1991969,2421315,2
1991969,2531241,2
1992217,75944,2
1992217,494115,2
1992217,537853,2
1992217,664946,2
1992217,919514,2
1992217,1157631,2
1992217,1534391,2
1992217,1603896,2
1992217,1717066,2
1992217,1876134,2
1992217,2199502,2
1992217,2474326,2
1992217,2608686,2
1992217,2657810,2
1992217,2682091,2
1992315,53433,2
1992315,127021,2
1992315,487712,2
1992315,647252,2
1992315,875513,2
1992315,922282,2
1992315,997469,2
1992315,1017420,2
1992315,1329186,2
1992315,1443819,2
1992315,1758225,2
1992315,2030520,2
1992315,2302966,2
1992315,2363834,2
1992315,2720460,2
1992335,356147,2
1992335,434997,2
1992335,900277,2
1992335,923999,2
1992335,1138930,2
1992335,1146526,2
1992335,1513779,2
1992335,1574529,2
1992335,1602343,2
1992335,1637128,2
1992335,1700834,2
1992335,1897246,2
1992335,2151945,2
1992335,2266482,2
1992335,2266514,2
1992344,146730,2
1992344,186899,2
1992344,886777,2
1992344,1448387,2
1992344,1506752,2
1992344,1523011,2
1992344,1565764,2
1992344,1624032,2
1992344,1882428,2
1992344,2066226,2
1992344,2104428,2
1992344,2169177,2
1992344,2214671,2
1992344,2284677,2
1992344,2719672,2
1992374,156349,2
1992374,233388,2
1992374,233597,2
1992374,459263,2
1992374,549319,2
1992374,675461,2
1992374,975113,2
1992374,980065,2
1992374,988084,2
1992374,1498402,2
1992374,1546521,2
1992374,1729251,2
1992374,1901979,2
1992374,2036385,2
1992374,2285391,2
1992459,300894,2
1992459,432985,2
1992459,439506,2
1992459,565184,2
1992459,658008,2
1992459,662864,2
1992459,806472,2
1992459,1208493,2
1992459,1226713,2
1992459,1244122,2
1992459,1668339,2
1992459,2049297,2
1992459,2121568,2
1992459,2479817,2
1992478,345444,2
1992478,410043,2
1992478,619128,2
1992478,750402,2
1992478,860070,2
1992478,1033983,2
1992478,1071925,2
1992478,1513016,2
1992478,1517249,2
1992478,1659677,2
1992478,1746481,2
1992478,1765786,2
1992478,2168187,2
1992478,2253160,2
1992478,2547296,2
1992502,197104,2
1992502,411368,2
1992502,424373,2
1992502,455451,2
1992502,582502,2
1992502,609335,2
1992502,666724,2
1992502,1167870,2
1992502,1477134,2
1992502,1907265,2
1992502,2016109,2
1992502,2044359,2
1992502,2378164,2
1992502,2390026,2
1992502,2632797,2
1992538,35146,2
1992538,348639,2
1992538,355757,2
1992538,811827,2
1992538,968380,2
1992538,1188517,2
1992538,2131430,2
1992538,2131432,2
1992538,2137232,2
1992538,2485789,2
1992600,68839,2
1992600,211995,2
1992600,236788,2
1992600,503032,2
1992600,815715,2
1992600,896097,2
1992600,920045,2
1992600,1415112,2
1992600,1599845,2
1992600,1649739,2
1992600,1743541,2
1992600,1891310,2
1992600,2014169,2
1992600,2108729,2
1992600,2282355,2
1992774,24068,2
1992774,199270,2
1992774,584215,2
1992774,614643,2
1992774,775428,2
1992774,780833,2
1992774,1340661,2
1992774,1340701,2
1992774,2023290,2
1992774,2107262,2
1992774,2216484,2
1992774,2481210,2
1992774,2513220,2
1992774,2516825,2
1992774,2719471,2
1993553,396280,2
1993553,531282,2
1993553,568671,2
1993553,743521,2
1993553,750051,2
1993553,1194558,2
1993553,1353689,2
1993553,1660716,2
1993553,1709899,2
1993553,1753967,2
1993553,1931507,2
1993553,2118715,2
1993553,2449483,2
1993553,2544477,2
1993553,2701393,2
1993850,517341,2
1993850,544874,2
1993850,1296997,2
1993850,1535033,2
1993850,2096593,2
1993850,2138936,2
1994073,90764,2
1994073,270663,2
1994073,331469,2
1994073,895474,2
1994073,967476,2
1994073,1211725,2
1994073,1343023,2
1994073,1487288,2
1994073,1587322,2
1994073,1603250,2
1994073,1656966,2
1994073,1925218,2
1994073,2147917,2
1994073,2190646,2
1994073,2716064,2
1994279,69284,2
1994279,471341,2
1994279,608118,2
1994279,862720,2
1994279,922367,2
1994279,1121057,2
1994279,1284454,2
1994279,1343441,2
1994279,1469633,2
1994279,1489133,2
1994279,1818699,2
1994279,2094166,2
1994279,2134875,2
1994279,2141657,2
1994279,2311392,2
1994414,29311,2
1994414,68913,2
1994414,84911,2
1994414,90764,2
1994414,181461,2
1994414,210348,2
1994414,254754,2
1994414,366524,2
1994414,690124,2
1994414,1140267,2
1994414,1211725,2
1994414,1656966,2
1994414,1834252,2
1994414,2227069,2
1994414,2578353,2
1994418,69036,2
1994418,164000,2
1994418,179847,2
1994418,181461,2
1994418,305630,2
1994418,523812,2
1994418,684680,2
1994418,726262,2
1994418,868251,2
1994418,904593,2
1994418,1604780,2
1994418,1750066,2
1994418,2272772,2
1994418,2326983,2
1994418,2455068,2
1994419,202404,2
1994419,326820,2
1994419,430970,2
1994419,1044744,2
1994419,1121354,2
1994419,1235079,2
1994419,1261579,2
1994419,1261581,2
1994419,1423472,2
1994419,1423473,2
1994419,1477060,2
1994419,1614620,2
1994419,2128469,2
1994419,2394767,2
1994419,2605305,2
1994580,106316,2
1994580,158225,2
1994580,242823,2
1994580,318918,2
1994580,831116,2
1994580,875724,2
1994580,1079561,2
1994580,1505386,2
1994580,1879739,2
1995071,16645,2
1995071,167339,2
1995071,323073,2
1995071,705267,2
1995071,1091025,2
1995071,1373088,2
1995071,1952920,2
1995071,2127195,2
1995071,2382705,2
1995071,2384101,2
1995071,2411298,2
1995071,2521232,2
1995071,2532630,2
1995071,2684255,2
1995071,2728868,2
1995121,251122,2
1995121,423450,2
1995121,607301,2
1995121,700718,2
1995121,762426,2
1995121,806014,2
1995121,1029486,2
1995121,1273814,2
1995121,1441373,2
1995121,1467703,2
1995121,1468123,2
1995121,1656615,2
1995121,1688695,2
1995121,1715191,2
1995121,1753056,2
1995178,803629,2
1995178,1127239,2
1995178,1216132,2
1995178,1289968,2
1995178,1411632,2
1995178,1600603,2
1995178,1806685,2
1995178,2046765,2
1995178,2195014,2
1995178,2421863,2
1995178,2430706,2
1995178,2430707,2
1995178,2603463,2
1995178,2622000,2
1995178,2628892,2
1995179,28994,2
1995179,229869,2
1995179,723008,2
1995179,847490,2
1995179,1145206,2
1995179,1254357,2
1995179,1333267,2
1995179,1390671,2
1995179,1403293,2
1995179,1497784,2
1995179,1532925,2
